F1,Danceability,Energy,Loudness,Liveness,Valence,Views,Likes,Stream
16893,0.404,0.806,-4.75,0.114,0.112,20741351,155734,142526639
16894,0.345,0.574,-7.431,0.343,0.0736,5795704,75239,96990826
16895,0.732,0.594,-5.911,0.0802,0.676,16882831,241330,64129092
16896,0.389,0.748,-4.461,0.358,0.216,22770385,240227,132257393
16897,0.464,0.785,-4.034,0.29,0.245,22770385,240227,55242491
16898,0.386,0.426,-6.642,0.14,0.261,54435808,1202972,292129276
16899,0.653,0.634,-5.875,0.0908,0.306,76436946,1351469,129740331
16900,0.566,0.769,-4.342,0.108,0.385,541864034,5860338,290417696
16901,0.66,0.787,-4.592,0.323,0.199,177261072,2643653,185395831
16902,0.723,0.542,-8.5,0.0928,0.675,6884574,173688,10440611
16903,0.658,0.698,-5.95,0.174,0.456,20306850,571116,155436902
16904,0.375,0.461,-6.202,0.386,0.233,46921869,1292169,289700528
16905,0.567,0.765,-4.107,0.14,0.541,102709887,719244,278080902
16906,0.638,0.699,-6.542,0.0879,0.57,9261528,269212,56550758
16907,0.597,0.7,-4.969,0.183,0.553,39020733,617451,229049923
16908,0.345,0.612,-6.543,0.194,0.232,51472696,1451412,407583451
16909,0.64,0.553,-6.42,0.0914,0.486,11977137,789724,72480049
16910,0.729,0.646,-7.953,0.168,0.54,546063,25486,9372502
16911,0.802,0.628,-6.576,0.262,0.625,9054,200,15064524
16912,0.477,0.6,-5.652,0.112,0.29,228093824,1681974,121359658
16913,0.72,0.87,-5.155,0.144,0.802,415547653,3090284,64258155
16914,0.693,0.808,-6.231,0.578,0.547,429328244,2358103,83675161
16915,0.478,0.851,-5.936,0.48,0.575,315298542,2020217,71219969
16916,0.625,0.98,-4.222,0.409,0.408,326260482,2182921,75156127
16917,0.426,0.763,-4.369,0.264,0.195,76934752,669034,60593181
16918,0.673,0.729,-4.879,0.1,0.675,3966598,54291,82813284
16919,0.737,0.747,-4.818,0.219,0.447,231410614,2252733,298937808
16920,0.756,0.748,-7.254,0.131,0.91,22244,684,1981733
16921,0.662,0.794,-4.239,0.0883,0.641,94920,1075,32210935
16922,0.59,0.642,-3.87,0.105,0.651,19983743,173406,534852322
16923,0.732,0.85,-5.999,0.0388,0.372,231087,3202,86887454
16924,0.716,0.758,-5.895,0.449,0.493,123917,3519,2789810
16925,0.687,0.887,-4.97,0.172,0.345,551578,9225,103193716
16926,0.695,0.74,-6.97,0.143,0.455,352683,8151,16347227
16927,0.578,0.786,-4.665,0.122,0.347,678558,6054,62752505
16928,0.656,0.551,-6.43,0.0947,0.329,164733323,2170106,65701438
16929,0.625,0.598,-6.6,0.299,0.5,210453194,2923698,51949367
16930,0.56,0.631,-9.032,0.0985,0.376,148960263,1512730,82867075
16931,0.537,0.604,-7.576,0.322,0.41,74620546,716624,48038940
16932,0.48,0.615,-6.006,0.139,0.33,154998342,2813592,57396357
16933,0.613,0.47,-8.441,0.138,0.459,270275420,3336462,42998549
16934,0.268,0.334,-8.877,0.117,0.175,101611985,1850337,27918269
16935,0.352,0.34,-10.002,0.0936,0.314,70943603,1099216,16367058
16936,0.552,0.336,-7.466,0.12,0.394,122122713,2025659,66048915
16937,0.359,0.972,-3.452,0.14,0.595,674987049,3202388,51899648
16938,0.885,0.581,-8.813,0.0759,0.728,855009428,4555683,1114351329
16939,0.728,0.82,-6.198,0.176,0.652,6533467,65444,42753472
16940,0.688,0.697,-7.955,0.109,0.46,115556210,626013,161082531
16941,0.839,0.84,-8.721,0.114,0.904,120616963,575451,200026095
16942,0.79,0.744,-7.033,0.0909,0.798,10258435,117229,84362382
16943,0.74,0.503,-11.347,0.118,0.548,650631,9936,13579961
16944,0.766,0.523,-9.495,0.363,0.691,638682,17904,10458687
16945,0.743,0.659,-6.755,0.0622,0.804,40564742,267276,214623605
16946,0.843,0.335,-11.537,0.147,0.408,3111329,51024,12616901
16947,0.854,0.674,-7.32,0.12,0.729,3010417,43951,59960411
16948,0.654,0.798,-4.084,0.15,0.574,25177256,202417,978897060
16949,0.627,0.858,-3.116,0.199,0.399,126311873,743549,399061616
16950,0.558,0.451,-6.163,0.101,0.238,151654714,868070,290077436
16951,0.595,0.887,-3.607,0.0518,0.571,268756,2259,29380774
16952,0.571,0.815,-3.267,0.163,0.664,122224347,589002,240185996
16953,0.642,0.823,-5.717,0.0776,0.431,153525992,880585,397872646
16954,0.647,0.879,-0.93,0.538,0.427,3221844,22385,78177475
16955,0.686,0.693,-6.245,0.136,0.699,11978786,70356,157533467
16956,0.603,0.554,-4.381,0.0545,0.354,54045981,237533,132187827
16957,0.538,0.776,-4.814,0.201,0.776,25177256,202417,20287307
16958,0.683,0.852,-2.755,0.246,0.448,20895392,118969,69972517
16959,0.816,0.735,-4.809,0.126,0.675,2488707,31077,5734605
16960,0.673,0.53,-9.074,0.0594,0.43,19352918,151732,57901366
16961,0.883,0.716,-8.127,0.0801,0.761,82783226,1089055,90195699
16962,0.775,0.74,-5.024,0.0999,0.438,1045095,18595,4337482
16963,0.778,0.488,-5.361,0.0935,0.457,20316265,209437,63845143
16964,0.854,0.626,-5.14,0.0961,0.377,95749706,803815,123868917
16965,0.535,0.775,-5.036,0.117,0.541,1886300,15049,7973512
16966,0.801,0.724,-5.038,0.0736,0.679,47038235,261346,82979101
16967,0.807,0.746,-9.595,0.358,0.728,12104400,144045,21653209
16968,0.654,0.63,-4.644,0.111,0.43,253268221,3079414,892645032
16969,0.616,0.438,-5.968,0.24,0.386,126913901,641909,441542077
16970,0.489,0.581,-5.731,0.132,0.494,145992423,563326,517385494
16971,0.544,0.572,-6.205,0.234,0.52,104291,2931,34774461
16972,0.694,0.769,-4.665,0.0976,0.663,3023050,53324,39969681
16973,0.741,0.499,-8.035,0.125,0.692,15168619,102098,167577131
16974,0.281,0.58,-5.967,0.122,0.282,72929020,330728,201205153
16975,0.646,0.781,-4.616,0.125,0.565,9231984,49725,218408658
16976,0.713,0.247,-8.817,0.139,0.305,20516472,115426,132072225
16977,0.727,0.726,-3.813,0.362,0.804,488727,5728,7010561
16978,0.581,0.384,-7.618,0.0953,0.149,99945098,876612,108964722
16979,0.897,0.554,-5.25,0.115,0.449,387593629,2929584,74128757
16980,0.811,0.52,-7.977,0.0988,0.692,44902608,343576,23170157
16981,0.882,0.419,-11.967,0.215,0.163,323567,7502,81825937
16982,0.737,0.484,-7.767,0.191,0.826,57775218,429404,42898608
16983,0.628,0.436,-5.416,0.0966,0.321,43439546,386838,14997788
16984,0.664,0.423,-7.966,0.0715,0.382,17447466,201401,19761334
16985,0.722,0.365,-9.739,0.083,0.273,87929837,678044,17250412
16986,0.683,0.464,-10.06,0.107,0.634,362289,10450,21225549
16987,0.787,0.643,-5.056,0.111,0.721,20981009,385016,25444787
16988,0.751,0.826,-7.805,0.104,0.848,8151852,421581,9328887
16989,0.539,0.729,-7.588,0.128,0.435,84219854,923144,60257965
16990,0.608,0.757,-6.945,0.259,0.625,385494336,3172023,122505117
16991,0.862,0.886,-5.423,0.0565,0.896,86064234,770947,44647727
16992,0.504,0.966,-3.072,0.0733,0.414,1341401,17398,5024927
16993,0.832,0.622,-4.312,0.0436,0.648,98560,2631,4759516
16994,0.498,0.679,-7.252,0.0589,0.743,78173022,783097,51630409
16995,0.568,0.886,-7.983,0.361,0.846,40830529,188662,18292945
16996,0.566,0.619,-6.372,0.177,0.365,1159404,28795,7048673
16997,0.818,0.93,-2.982,0.658,0.831,387531466,1992249,42231872
16998,0.671,0.673,-6.941,0.304,0.494,47368786,565570,782970821
16999,0.502,0.168,-14.061,0.111,0.355,71672186,801643,361701644
17000,0.389,0.277,-10.757,0.0966,0.125,52708068,593621,187047961
17001,0.61,0.59,-7.325,0.15,0.352,10152378,190450,93954206
17002,0.543,0.595,-8.61,0.101,0.338,3440730,50129,25142932
17003,0.55,0.622,-10.202,0.609,0.814,933111,15390,2151698
17004,0.392,0.498,-7.63,0.34,0.59,6448208,92448,112974701
17005,0.605,0.379,-10.51,0.106,0.296,6682033,101011,47814348
17006,0.642,0.232,-13.378,0.108,0.111,749560,16568,8521112
17007,0.466,0.278,-10.318,0.13,0.123,3839119,101165,32800627
17008,0.575,0.648,-4.891,0.115,0.466,16747804,327741,785650154
17009,0.494,0.311,-10.546,0.15,0.409,725260,27778,26911968
17010,0.245,0.425,-8.379,0.116,0.254,532574,10901,19637984
17011,0.705,0.378,-7.299,0.0981,0.726,273602,6145,35759220
17012,0.748,0.422,-10.008,0.392,0.595,620829,16344,21496806
17013,0.567,0.391,-9.193,0.0966,0.162,245454,3882,8363839
17014,0.608,0.544,-7.277,0.391,0.53,1438274,6719,1963369
17015,0.443,0.377,-10.245,0.0893,0.309,589255,10393,14255278
17016,0.536,0.714,-4.409,0.134,0.338,477638,11362,10164122
17017,0.672,0.505,-7.346,0.084,0.784,1449274,23581,15767609
17018,0.572,0.839,-5.083,0.522,0.465,3565988,92025,310600644
17019,0.552,0.875,-4.782,0.144,0.585,12007728,175617,1836938
17020,0.515,0.978,-2.778,0.33,0.966,443038,16525,20150913
17021,0.668,0.671,-5.916,0.119,0.657,293069,10369,12007725
17022,0.574,0.772,-5.826,0.0816,0.78,74654,3385,2124202
17023,0.646,0.739,-7.349,0.394,0.85,70847,1584,290910
17024,0.648,0.7,-6.253,0.121,0.929,243484,3823,1213451
17025,0.645,0.572,-11.262,0.518,0.439,27097,695,474199
17026,0.438,0.864,-4.31,0.11,0.611,88877,2684,1886460
17027,0.407,0.914,-2.605,0.0872,0.38,141022,3766,1625169
17028,0.937,0.793,-4.431,0.341,0.794,42460264,514235,219890671
17029,0.626,0.849,-3.662,0.593,0.898,2115972,41185,39665360
17030,0.894,0.633,-5.294,0.178,0.578,2651385,81196,6133178
17031,0.867,0.771,-3.688,0.133,0.715,12183864,169487,75714601
17032,0.462,0.821,-3.678,0.137,0.487,5699736,199764,8924361
17033,0.869,0.759,-4.886,0.366,0.499,58829334,590746,13737040
17034,0.853,0.476,-7.217,0.091,0.646,828430,27487,3865116
17035,0.922,0.858,-4.185,0.124,0.915,2367816,56893,16708908
17036,0.876,0.563,-6.035,0.365,0.711,9183228,172897,15531042
17037,0.908,0.665,-6.231,0.0938,0.779,5007112,113483,27845269
17038,0.418,0.31,-9.869,0.216,0.131,10115756,204263,140930892
17039,0.362,0.432,-9.359,0.264,0.256,15019701,194076,52526180
17040,0.78,0.495,-7.454,0.165,0.529,1712156,31700,80589286
17041,0.636,0.567,-7.344,0.131,0.282,514095,23464,2393930
17042,0.508,0.31,-13.27,0.124,0.274,4034,125,561368
17043,0.96,0.626,-6.101,0.686,0.89,735743,13795,3435010
17044,0.718,0.516,-4.953,0.283,0.337,4533093,120150,18140041
17045,0.783,0.859,-5.712,0.113,0.538,1547760,29974,3357560
17046,0.528,0.349,-8.568,0.175,0.195,51432,1301,4325600
17047,0.633,0.498,-5.722,0.173,0.371,1244597,29294,8676869
17048,0.706,0.552,-9.479,0.144,0.835,7640412,151176,107910779
17049,0.614,0.82,-4.32,0.618,0.739,12720663,120402,55629949
17050,0.883,0.674,-8.043,0.0678,0.73,111170845,1748735,274189335
17051,0.883,0.716,-8.127,0.0801,0.761,82783226,1089055,90195699
17052,0.761,0.773,-4.57,0.63,0.947,14225193,356229,26220322
17053,0.714,0.72,-4.722,0.344,0.592,47597635,1035998,23927514
17054,0.863,0.471,-9.545,0.121,0.643,86177582,864714,147441519
17055,0.671,0.817,-4.008,0.655,0.774,3616650,91903,11504218
17056,0.889,0.705,-8.683,0.0692,0.815,77113618,1599737,119893830
17057,0.726,0.818,-6.238,0.0544,0.679,24374615,337420,40204782
17065,0.765,0.683,-5.301,0.108,0.536,1467,42,33608487
17066,0.751,0.632,-5.248,0.119,0.667,30534289,358750,35976271
17067,0.848,0.662,-6.024,0.124,0.916,29145367,305203,44262472
17068,0.817,0.578,-5.244,0.0626,0.619,22542219,500224,42588670
17069,0.772,0.94,-3.215,0.0898,0.738,27400977,898951,10718910
17070,0.816,0.629,-5.905,0.305,0.837,36917542,393570,31789363
17071,0.862,0.674,-4.856,0.101,0.472,96426658,1034403,63305642
17072,0.753,0.877,-3.903,0.811,0.593,78606705,1273343,36984166
17073,0.812,0.703,-6.129,0.184,0.649,58599732,552533,47783621
17074,0.745,0.629,-6.414,0.315,0.903,114908,2022,32415666
17075,0.596,0.655,-5.594,0.109,0.638,20829192,160114,13875155
17076,0.634,0.627,-6.804,0.328,0.759,75217345,479726,45415404
17077,0.568,0.703,-5.268,0.922,0.74,135445456,928841,82406656
17078,0.676,0.844,-3.396,0.866,0.716,471221317,2232442,229828064
17079,0.548,0.643,-6.57,0.961,0.668,172115812,936706,78219730
17080,0.525,0.775,-6.133,0.491,0.33,8432183,47369,12079185
17081,0.486,0.734,-6.356,0.965,0.639,160149238,787673,94030868
17082,0.497,0.74,-5.475,0.486,0.478,95921750,458263,103140088
17083,0.582,0.777,-5.905,0.928,0.583,233528463,1164711,96492817
17084,0.51,0.679,-6.154,0.497,0.788,630795,10053,840412
17085,0.718,0.382,-8.237,0.128,0.499,216582050,1671470,113790392
17086,0.537,0.604,-7.576,0.322,0.41,74620566,716624,48038940
17087,0.651,0.503,-8.729,0.469,0.58,25506794,476338,22181797
17088,0.484,0.588,-7.088,0.119,0.37,2976057,72002,9411001
17089,0.649,0.86,-4.07,0.147,0.585,225234030,2490897,37870063
17090,0.559,0.541,-5.525,0.102,0.309,306531461,2522128,85901507
17091,0.523,0.768,-4.953,0.0833,0.669,276040693,1343092,56450124
17092,0.64,0.754,-4.873,0.209,0.355,114107511,1125241,27949961
17093,0.791,0.348,-9.457,0.097,0.49,19107635,192449,36572980
17094,0.799,0.828,-4.846,0.145,0.627,34502152,255783,46944196
17095,0.834,0.753,-3.011,0.108,0.462,689759151,4574792,183172334
17096,0.69,0.385,-8.444,0.236,0.19,189170942,1789840,121242253
17097,0.902,0.62,-4.012,0.0422,0.756,20715141,157574,8609640
17098,0.905,0.55,-6.466,0.0817,0.362,26463974,223288,51409305
17099,0.615,0.563,-3.412,0.128,0.251,6228295,57365,111005729
17100,0.857,0.784,-2.424,0.0748,0.787,12337658,131900,7250998
17101,0.896,0.715,-3.37,0.0678,0.513,79900321,614873,49732582
17102,0.813,0.878,-2.248,0.47,0.785,3144245,52850,2344279
17103,0.697,0.718,-4.293,0.094,0.311,3399775,91708,48664195
17104,0.885,0.752,-2.814,0.0674,0.589,25287180,217669,12955445
17105,0.635,0.866,-2.695,0.0955,0.853,1779200,12533,13223010
17106,0.736,0.458,-7.437,0.148,0.65,26265211,181657,734231842
17107,0.747,0.861,-5.251,0.026,0.859,33300071,151005,350309216
17108,0.421,0.644,-3.904,0.15,0.372,564972,7610,5613296
17109,0.641,0.78,-5.138,0.143,0.693,6645272,45542,62639183
17110,0.579,0.776,-5.365,0.239,0.434,178623462,872762,268051963
17111,0.678,0.528,-7.317,0.0734,0.614,8059217,52740,83521902
17112,0.558,0.719,-5.603,0.212,0.483,242592819,1307728,267158838
17113,0.626,0.453,-9.295,0.0904,0.494,4713072,79895,61571055
17114,0.614,0.472,-6.626,0.111,0.168,39733621,188964,233221688
17115,0.689,0.678,-4.287,0.0889,0.335,553619697,8613016,266528292
17116,0.618,0.76,-4.312,0.127,0.541,427819325,5746373,184739334
17117,0.636,0.702,-5.352,0.293,0.516,143211507,2312642,131189438
17118,0.692,0.886,-2.519,0.341,0.879,319363011,3752752,128038595
17119,0.681,0.814,-2.83,0.556,0.876,288468380,3017243,95483907
17120,0.749,0.85,-4.346,0.0678,0.672,342655366,5163914,155856855
17121,0.798,0.867,-3.207,0.193,0.702,182910497,2979870,92625572
17122,0.704,0.729,-3.851,0.218,0.71,160643053,4693145,94049909
17123,0.686,0.842,-4.423,0.0683,0.519,225698998,4760999,123316802
17124,0.575,0.9,-3.723,0.171,0.716,1409936,30475,38377808
17125,0.758,0.57,-8.645,0.184,0.567,99991088,928687,59437798
17126,0.417,0.433,-8.958,0.123,0.207,1539846,24883,84300263
17127,0.801,0.734,-4.323,0.122,0.427,67068369,635337,8247116
17128,0.786,0.727,-5.028,0.0824,0.697,205262428,2543872,60861713
17129,0.775,0.83,-4.905,0.191,0.913,29149171,461279,2413032
17130,0.528,0.435,-9.699,0.103,0.293,8347508,157496,16042097
17131,0.759,0.899,-3.566,0.104,0.589,333490752,2690778,55380663
17132,0.676,0.488,-5.091,0.0707,0.151,667866561,6068029,56523022
17133,0.607,0.515,-9.401,0.314,0.283,21605968,298017,34948080
17135,0.704,0.487,-6.407,0.111,0.313,9156875,273589,347955195
17136,0.747,0.494,-7.957,0.0982,0.624,2158531,47927,141369736
17137,0.567,0.593,-7.404,0.248,0.358,57953166,697192,129227975
17138,0.884,0.658,-5.94,0.103,0.502,1588929,28848,5540072
17139,0.629,0.579,-6.543,0.0813,0.363,582340,13149,31339272
17140,0.755,0.526,-6.213,0.0872,0.536,273675,18711,2491388
17141,0.779,0.634,-7.185,0.164,0.556,58229,2139,999951
17142,0.678,0.729,-6.389,0.019,0.59,3317765,74462,8047594
17143,0.663,0.626,-4.756,0.0984,0.494,9225500,59931,26252052
17144,0.818,0.461,-6.475,0.108,0.532,8484028,162630,45013826
17145,0.744,0.516,-6.365,0.605,0.281,25413046,358398,163174498
17146,0.822,0.362,-7.462,0.313,0.159,9851168,89245,118679968
17147,0.679,0.63,-6.83,0.111,0.558,8412399,107596,108925761
17148,0.754,0.405,-11.547,0.1,0.0843,2794513,25429,40477764
17149,0.554,0.337,-10.189,0.0871,0.216,7764022,50209,70986570
17150,0.455,0.525,-9.225,0.226,0.383,90226,716,47304265
17151,0.624,0.476,-10.993,0.0997,0.184,4783452,32511,40066639
17152,0.632,0.556,-8.851,0.0995,0.385,865816,11528,38316820
17153,0.727,0.48,-9.278,0.118,0.369,1827581,15246,33993392
17154,0.645,0.591,-10.591,0.136,0.232,309363,7830,11752028
17155,0.738,0.75,-3.654,0.174,0.342,3538381,60259,52989007
17156,0.824,0.396,-9.663,0.108,0.253,17868577,224672,134181272
17157,0.794,0.757,-6.644,0.0621,0.615,11650171,159858,93637411
17158,0.864,0.682,-6.73,0.1,0.268,9771922,115650,60630476
17159,0.835,0.527,-7.272,0.283,0.611,2065559,32637,73769394
17160,0.789,0.71,-6.323,0.0601,0.6,1169418,15311,28185012
17161,0.742,0.645,-10.248,0.0861,0.804,5640223,59318,55283869
17162,0.61,0.709,-7.143,0.273,0.33,1925943,55524,11911005
17163,0.551,0.503,-6.678,0.116,0.305,2711479,41012,80372960
17164,0.884,0.549,-11.683,0.112,0.394,6570209,86761,29240851
17165,0.867,0.468,-7.056,0.112,0.837,129059630,821355,132854517
17166,0.798,0.569,-5.575,0.111,0.599,45018922,313315,31139189
17167,0.761,0.631,-8.197,0.11,0.671,57253888,282848,68787653
17168,0.603,0.508,-9.437,0.14,0.301,37287946,444007,48843290
17169,0.659,0.535,-11.637,0.144,0.196,17636893,186451,23275257
17170,0.723,0.683,-6.953,0.141,0.943,3741392,19870,33652823
17171,0.701,0.599,-8.455,0.0492,0.594,7960247,111061,7102166
17172,0.672,0.586,-6.087,0.0943,0.729,45018922,313315,1415710
17173,0.729,0.896,-6.709,0.225,0.725,21619040,112291,41617874
17174,0.724,0.431,-9.192,0.124,0.693,770670,19005,1608368
17175,0.627,0.56,-10.006,0.0922,0.719,18632294,113873,16963225
17176,0.804,0.62,-7.951,0.0967,0.48,5561828,52467,4772388
17177,0.813,0.513,-7.935,0.111,0.346,18390933,77028,14309964
17178,0.926,0.4,-8.597,0.388,0.534,2066865,40166,2209239
17179,0.772,0.843,-5.654,0.33,0.693,4593118,54153,3017998
17180,0.828,0.546,-6.443,0.207,0.466,2245370,41295,1806866
17181,0.828,0.85,-4.801,0.0855,0.52,6771485,40866,4607119
17182,0.738,0.663,-7.536,0.397,0.454,7645651,49666,11539068
17183,0.838,0.55,-6.841,0.0782,0.691,2095069,26189,1306939
17184,0.84,0.784,-5.549,0.0754,0.722,11449952,81458,19682752
17185,0.792,0.895,-3.112,0.0501,0.793,787090091,4782134,589683929
17186,0.704,0.604,-5.254,0.126,0.642,118331860,578157,118650685
17187,0.793,0.628,-4.728,0.173,0.561,1842831,30750,6328129
17188,0.46,0.463,-6.798,0.13,0.17,130432403,1154668,86168734
17189,0.648,0.752,-4.13,0.201,0.405,62870098,644912,126149810
17190,0.753,0.72,-4.223,0.0554,0.84,44175227,241489,71975354
17192,0.782,0.666,-5.085,0.315,0.801,92007358,641601,54230741
17193,0.713,0.601,-6.986,0.0931,0.72,481118,13006,10097187
17194,0.764,0.751,-3.713,0.0696,0.698,211117536,1692045,213785805
17195,0.803,0.585,-5.861,0.0644,0.593,2666673882,11869546,1270912565
17196,0.884,0.765,-3.865,0.118,0.594,2148602737,11228568,721700717
17197,0.596,0.851,-4.245,0.365,0.612,238117840,2435536,295982666
17198,0.858,0.78,-3.739,0.133,0.602,2148602737,11228568,18298540
17199,0.666,0.812,-4.07,0.0603,0.868,184780736,1882249,88595619
17200,0.813,0.872,-5.224,0.0498,0.736,264759900,1813080,183465021
17201,0.671,0.777,-4.322,0.0783,0.289,193208949,1466434,186698178
17202,0.689,0.791,-5.194,0.0526,0.755,455644192,2663257,348559832
17203,0.466,0.842,-2.937,0.349,0.418,176670379,1602835,101980619
17204,0.53,0.512,-7.094,0.128,0.401,97375123,1254549,212930706
17205,0.559,0.849,-4.676,0.328,0.759,247356706,2606637,448532768
17206,0.538,0.804,-5.194,0.33,0.507,75960813,1169118,608564658
17207,0.639,0.843,-4.734,0.227,0.546,91507548,853960,145874327
17208,0.61,0.87,-4.012,0.064,0.523,69824152,853799,141376600
17209,0.607,0.678,-7.045,0.332,0.433,1049079,26316,30182873
17210,0.588,0.749,-4.323,0.0813,0.397,14461543,318589,155290045
17211,0.717,0.856,-4.68,0.274,0.645,35766987,452490,104499738
17212,0.717,0.575,-8.104,0.0601,0.883,143964,2019,41760793
17213,0.731,0.867,-5.003,0.322,0.663,100561395,939482,76166031
17215,0.746,0.251,-16.169,0.106,0.18,138729580,1895876,841922171
17216,0.592,0.457,-6.081,0.146,0.225,111596713,1953856,1063227326
17217,0.734,0.57,-7.066,0.112,0.689,290214,6973,1272437242
17218,0.872,0.391,-9.144,0.297,0.437,616989040,7929889,1883955591
17219,0.74,0.613,-4.88,0.123,0.473,161013020,6325956,1967774232
17220,0.921,0.537,-5.723,0.102,0.711,1029202328,17971673,1580738184
17221,0.797,0.533,-9.74,0.103,0.329,384167759,4721889,1289647867
17222,0.763,0.726,-6.405,0.0976,0.349,97280777,3251960,1172690019
17223,0.669,0.574,-6.442,0.146,0.273,3525957,60566,939517723
17224,0.669,0.308,-10.068,0.0984,0.52,3578932,109960,1212441344
17225,0.733,0.67,-6.009,0.121,0.472,70399749,1166597,433087364
17226,0.824,0.764,-4.175,0.117,0.881,160246615,3233778,1163854443
17227,0.801,0.601,-7.574,0.145,0.74,92921826,1508458,345965069
17228,0.749,0.463,-8.433,0.338,0.189,224558251,3548572,771281574
17229,0.664,0.609,-6.509,0.0926,0.194,265043327,4114734,948983026
17230,0.828,0.621,-6.414,0.0845,0.436,216417212,2874476,567269289
17231,0.764,0.705,-3.463,0.12,0.781,397956072,4591144,1432428018
17232,0.912,0.655,-6.029,0.0894,0.793,63077174,1492347,456183004
17233,0.797,0.444,-7.738,0.107,0.138,83030,1666,57906416
17234,0.855,0.488,-4.601,0.347,0.619,60339383,1219344,437721967
17235,0.486,0.545,-7.924,0.0642,0.0385,49970104,1063869,187201461
17236,0.773,0.75,-4.009,0.174,0.783,200457853,2001830,706013379
17237,0.732,0.75,-6.366,0.109,0.401,503384393,4831724,1827893074
17238,0.703,0.757,-3.612,0.106,0.696,85807163,929519,753785634
17239,0.795,0.568,-7.817,0.108,0.478,165432185,1380089,568457310
17240,0.544,0.546,-14.475,0.392,0.151,49970104,1063869,21274841
17241,0.705,0.609,-5.728,0.234,0.718,34021,466,390958831
17242,0.859,0.563,-6.635,0.0685,0.412,35793382,431478,219355874
17243,0.752,0.658,-6.297,0.0927,0.387,51761855,449823,234779256
17244,0.771,0.654,-6.976,0.214,0.573,9241359,140570,321883537
17245,0.644,0.735,-5.747,0.161,0.418,18064961,756083,359102970
17246,0.358,0.284,-8.285,0.183,0.276,8206149,219479,122981063
17247,0.698,0.546,-7.234,0.16,0.335,2732385,44930,94219850
17248,0.559,0.551,-7.231,0.11,0.392,2998379,38688,80147750
17249,0.461,0.279,-11.776,0.205,0.599,1859493,19651,79921840
17250,0.848,0.512,-7.72,0.0879,0.572,22031277,588508,174126697
17251,0.698,0.633,-4.946,0.0926,0.552,388790304,3564464,1170951511
17252,0.707,0.261,-10.139,0.127,0.545,4271674,61132,55681399
17253,0.651,0.647,-5.415,0.205,0.345,1673911,24643,53396297
17254,0.624,0.433,-9.572,0.113,0.589,1061841,17549,48566118
17255,0.792,0.511,-6.876,0.14,0.111,39287,1101,471829667
17256,0.715,0.633,-6.869,0.0905,0.319,1995072,42891,153271831
17257,0.753,0.68,-7.092,0.423,0.192,31674988,396476,461180059
17258,0.849,0.648,-6.188,0.0984,0.195,175156959,1684805,354905608
17259,0.877,0.826,-3.75,0.104,0.814,9114740,198164,51866764
17260,0.83,0.698,-6.517,0.191,0.595,12590295,145690,47876216
17261,0.686,0.621,-7.243,0.139,0.187,419813,8173,227969784
17262,0.78,0.748,-7.394,0.115,0.0663,10278920,136590,173218733
17263,0.844,0.533,-9.612,0.0953,0.23,91771038,930133,174167162
17264,0.84,0.934,-3.717,0.0961,0.67,1093996,32598,10462306
17265,0.731,0.85,-4.913,0.605,0.644,29634763,167588,196311372
17266,0.505,0.657,-5.24,0.126,0.252,106847168,480609,330942598
17267,0.614,0.68,-4.58,0.115,0.707,159901856,623952,552139840
17268,0.529,0.695,-6.174,0.142,0.514,10587196,91239,101685139
17269,0.614,0.913,-5.126,0.26,0.92,2410487,25314,27922314
17270,0.631,0.591,-5.785,0.11,0.489,122713155,422338,371970824
17271,0.62,0.869,-5.479,0.131,0.597,95184371,266708,314296371
17272,0.549,0.44,-8.192,0.107,0.214,38099610,154819,309797485
17273,0.482,0.847,-4.741,0.0832,0.592,2484959,23027,21084143
17274,0.403,0.537,-6.628,0.112,0.414,36446138,195320,230248521
17275,0.538,0.471,-9.84,0.116,0.307,86499,3856,798993758
17276,0.669,0.574,-6.442,0.146,0.273,3525957,60566,939517723
17277,0.51,0.739,-7.41,0.111,0.148,6025328,188085,126878654
17278,0.8,0.526,-8.909,0.0717,0.729,51365389,614165,237332013
17279,0.534,0.583,-8.672,0.421,0.145,453426650,4470353,632052458
17280,0.743,0.731,-4.511,0.226,0.337,31914381,406845,393464052
17281,0.494,0.628,-7.615,0.111,0.101,52760072,736122,91524200
17282,0.634,0.54,-7.002,0.302,0.543,253513571,2543685,259222528
17283,0.546,0.822,-4.483,0.742,0.615,188443416,2258542,350928352
17284,0.533,0.638,-9.411,0.0758,0.324,105560584,1521957,255329532
17285,0.866,0.813,-4.063,0.0779,0.969,1168946145,8771309,1546722489
17286,0.444,0.819,-4.078,0.107,0.747,2315953928,11040774,1697308263
17287,0.555,0.662,-4.952,0.111,0.356,392802028,3756020,1112788942
17288,0.759,0.548,-6.049,0.0828,0.749,1487649395,19846114,2336219850
17289,0.752,0.754,-6.684,0.0486,0.755,1515227230,11151088,1534955467
17290,0.776,0.808,-4.501,0.103,0.494,36655981,720895,290520956
17291,0.603,0.691,-5.805,0.583,0.577,33518749,548757,201576351
17292,0.398,0.286,-11.881,0.0912,0.0666,51641161,1285837,245226560
17293,0.64,0.455,-5.942,0.0694,0.333,918363,17349,336405722
17294,0.622,0.712,-7.321,0.13,0.487,347731363,3392977,809589128
17295,0.565,0.56,-6.034,0.0961,0.325,2086363,22721,44115660
